candidate_id,rank,score,reasoning
CAND_0053605,37,0.7439,"Independently verified: strong internal test scores assessment, backed by GitHub not linked. Validates their 6.9 years of experience at Verloop.io working as a Senior Software Engineer (ML) with vector database, semantic search, rag."
CAND_0070544,38,0.7408,"Independently verified: strong internal test scores assessment, backed by moderate GitHub activity (57/100). Validates their 4.9 years of experience at PolicyBazaar working as a AI Research Engineer with vector database, weaviate, opensearch."
CAND_0018701,39,0.7399,"Independently verified: 83/100 on information retrieval assessment, backed by low GitHub activity (12/100). Validates their 6.0 years of experience at Krutrim working as a Junior ML Engineer with vector database, elasticsearch, retrieval."
CAND_0094685,40,0.7364,"Independently verified: 41/100 on weaviate assessment, backed by moderate GitHub activity (53/100). Validates their 3.5 years of experience at Krutrim working as a AI Research Engineer with vector database, weaviate."
CAND_0024620,41,0.734,"Independently verified: strong internal test scores assessment, backed by low GitHub activity (33/100). Validates their 5.9 years of experience at PharmEasy working as a AI Engineer with vector database, semantic search, elasticsearch."
CAND_0092255,42,0.7336,"Independently verified: strong internal test scores assessment, backed by strong GitHub activity (78/100). Validates their 5.2 years of experience at InMobi working as a ML Engineer with vector database, semantic search, weaviate."
CAND_0065195,43,0.7327,"Independently verified: strong internal test scores assessment, backed by strong GitHub activity (87/100). Validates their 5.1 years of experience at CRED working as a Search Engineer with vector database, qdrant, elasticsearch."
CAND_0074735,44,0.7303,"Independently verified: 68/100 on rag assessment, backed by strong GitHub activity (88/100). Validates their 5.5 years of experience at Rephrase.ai working as a Applied ML Engineer with vector database, semantic search, weaviate."
CAND_0067866,45,0.7296,"Independently verified: strong internal test scores assessment, backed by low GitHub activity (28/100). Validates their 6.4 years of experience at Freshworks working as a Senior Software Engineer (ML) with embeddings, vector database, qdrant."
CAND_0081053,46,0.7282,"Independently verified: 89/100 on qlora assessment, backed by strong GitHub activity (78/100). Validates their 5.4 years of experience at Glance working as a NLP Engineer with vector database, semantic search, weaviate."
CAND_0039383,47,0.7264,"Independently verified: 65/100 on recommendation systems assessment, backed by strong GitHub activity (86/100). Validates their 7.1 years of experience at Meesho working as a Applied ML Engineer with vector database, faiss, elasticsearch."
CAND_0008295,48,0.7198,"Independently verified: strong internal test scores assessment, backed by moderate GitHub activity (51/100). Validates their 6.5 years of experience at Razorpay working as a AI Research Engineer with vector database, weaviate, retrieval."
CAND_0051936,49,0.7182,"Independently verified: 79/100 on lora assessment, backed by GitHub not linked. Validates their 3.9 years of experience at Observe.AI working as a AI Research Engineer with embeddings, vector database."
CAND_0006567,50,0.7175,"Independently verified: 89/100 on fine-tuning llms assessment, backed by low GitHub activity (35/100). Validates their 7.9 years of experience at Meta working as a Senior AI Engineer with retrieval, nlp."
CAND_0017090,51,0.7149,"High recruiter responsiveness (0.71 response rate) combined with active job seeking signals. Brings 5.5 years of solid experience as a Senior Software Engineer (ML) at Paytm, deploying vector database, weaviate, opensearch."
CAND_0020350,52,0.7143,"High recruiter responsiveness (0.58 response rate) combined with active job seeking signals. Brings 5.8 years of solid experience as a AI Engineer at Zoho, deploying vector database, faiss, retrieval."
CAND_0017918,53,0.714,"High recruiter responsiveness (0.67 response rate) combined with active job seeking signals. Brings 3.2 years of solid experience as a ML Engineer at Aganitha, deploying vector database, pinecone, weaviate."
CAND_0046459,54,0.7135,"High recruiter responsiveness (0.84 response rate) combined with active job seeking signals. Brings 4.5 years of solid experience as a AI Research Engineer at upGrad, deploying vector database, semantic search, qdrant."
CAND_0054318,55,0.7135,"High recruiter responsiveness (0.87 response rate) combined with active job seeking signals. Brings 3.5 years of solid experience as a AI Research Engineer at BYJU'S, deploying vector database, semantic search, faiss."
CAND_0008425,56,0.7053,"High recruiter responsiveness (0.66 response rate) combined with active job seeking signals. Brings 7.8 years of solid experience as a Senior NLP Engineer at Ola, deploying vector database, semantic search, qdrant."
CAND_0099675,57,0.704,"High recruiter responsiveness (0.78 response rate) combined with active job seeking signals. Brings 3.9 years of solid experience as a Junior ML Engineer at Locobuzz, deploying vector database, pinecone, weaviate."
CAND_0045475,58,0.7018,"High recruiter responsiveness (0.55 response rate) combined with active job seeking signals. Brings 4.9 years of solid experience as a ML Engineer at Genpact AI, deploying vector database, pinecone, faiss."
CAND_0009307,59,0.6995,"High recruiter responsiveness (0.56 response rate) combined with active job seeking signals. Brings 3.3 years of solid experience as a Data Engineer at Zomato, deploying vector database, weaviate, retrieval."
CAND_0044222,60,0.6993,"High recruiter responsiveness (0.60 response rate) combined with active job seeking signals. Brings 7.7 years of solid experience as a AI Engineer at PolicyBazaar, deploying vector database, weaviate, qdrant."
CAND_0025640,61,0.6986,"High recruiter responsiveness (0.87 response rate) combined with active job seeking signals. Brings 5.6 years of solid experience as a AI Research Engineer at Yellow.ai, deploying vector database, semantic search, faiss."
CAND_0062413,62,0.6984,"High recruiter responsiveness (0.71 response rate) combined with active job seeking signals. Brings 6.6 years of solid experience as a AI Research Engineer at upGrad, deploying vector database, semantic search, pinecone."
CAND_0018722,63,0.6978,"High recruiter responsiveness (0.79 response rate) combined with active job seeking signals. Brings 6.6 years of solid experience as a Recommendation Systems Engineer at Saarthi.ai, deploying vector database, weaviate."
CAND_0018094,64,0.6953,"High recruiter responsiveness (0.69 response rate) combined with active job seeking signals. Brings 5.2 years of solid experience as a ML Engineer at Mad Street Den, deploying vector database, semantic search, pinecone."
CAND_0027691,65,0.6943,"High recruiter responsiveness (0.68 response rate) combined with active job seeking signals. Brings 6.5 years of solid experience as a NLP Engineer at Haptik, deploying embeddings, vector database, semantic search."
CAND_0025882,66,0.6936,"High recruiter responsiveness (0.79 response rate) combined with active job seeking signals. Brings 5.6 years of solid experience as a Senior Software Engineer (ML) at Freshworks, deploying vector database, milvus, faiss."
CAND_0049540,67,0.6924,"High recruiter responsiveness (0.86 response rate) combined with active job seeking signals. Brings 6.8 years of solid experience as a ML Engineer at Saarthi.ai, deploying vector database."
CAND_0090155,68,0.6911,"High recruiter responsiveness (0.64 response rate) combined with active job seeking signals. Brings 5.8 years of solid experience as a ML Engineer at Swiggy, deploying vector database, pinecone, qdrant."
CAND_0082262,69,0.6909,"High recruiter responsiveness (0.64 response rate) combined with active job seeking signals. Brings 5.9 years of solid experience as a Senior Software Engineer (ML) at Vedantu, deploying vector database, weaviate."
CAND_0087744,70,0.6899,"High recruiter responsiveness (0.88 response rate) combined with active job seeking signals. Brings 3.9 years of solid experience as a Senior Software Engineer (ML) at Niramai, deploying vector database, pinecone, faiss."
CAND_0066376,71,0.6843,"90-day notice period is a meaningful gap, however they show promise. Included based on 5.7 years of experience as a Applied ML Engineer utilizing vector database, semantic search, faiss at Dream11."
CAND_0077498,72,0.6808,"Minor overall signal gaps compared to top decile is a meaningful gap, however they show promise. Included based on 5.4 years of experience as a Senior Software Engineer (ML) utilizing embeddings, vector database, milvus at Niramai."
CAND_0083307,73,0.6794,"120-day notice period is a meaningful gap, however they show promise. Included based on 7.8 years of experience as a Search Engineer utilizing embeddings, vector database, semantic search at CRED."
CAND_0007596,74,0.6791,"Experience (4.4yr) below 5yr minimum is a meaningful gap, however they show promise. Included based on 4.4 years of experience as a Junior ML Engineer utilizing vector database, semantic search, weaviate at Flipkart."
CAND_0043450,75,0.6752,"Experience (3.3yr) below 5yr minimum is a meaningful gap, however they show promise. Included based on 3.3 years of experience as a AI Research Engineer utilizing vector database, semantic search, weaviate at Krutrim."
CAND_0013111,76,0.6748,"Experience (4.2yr) below 5yr minimum is a meaningful gap, however they show promise. Included based on 4.2 years of experience as a AI Research Engineer utilizing embeddings, vector database, weaviate at Saarthi.ai."
CAND_0026532,77,0.6747,"Experience (4.8yr) below 5yr minimum is a meaningful gap, however they show promise. Included based on 4.8 years of experience as a Recommendation Systems Engineer utilizing embeddings, vector database, semantic search at Zomato."
CAND_0084819,78,0.6739,"Experience (4.5yr) below 5yr minimum is a meaningful gap, however they show promise. Included based on 4.5 years of experience as a Search Engineer utilizing vector database, semantic search, weaviate at Dream11."
CAND_0054546,79,0.6721,"Experience (4.9yr) below 5yr minimum is a meaningful gap, however they show promise. Included based on 4.9 years of experience as a AI Research Engineer utilizing vector database, qdrant, ranking at Razorpay."
CAND_0014292,80,0.6687,"Experience (3.5yr) below 5yr minimum is a meaningful gap, however they show promise. Included based on 3.5 years of experience as a Software Engineer utilizing vector database, elasticsearch, ranking at Nykaa."
CAND_0017590,81,0.6667,"Minor overall signal gaps compared to top decile is a meaningful gap, however they show promise. Included based on 5.1 years of experience as a AI Research Engineer utilizing vector database, semantic search, weaviate at Genpact AI."
CAND_0022023,82,0.6606,"Experience (4.6yr) below 5yr minimum is a meaningful gap, however they show promise. Included based on 4.6 years of experience as a AI Research Engineer utilizing vector database, semantic search, elasticsearch at Saarthi.ai."
CAND_0039587,83,0.6596,"Limited coverage of embeddings, semantic search is a meaningful gap, however they show promise. Included based on 6.2 years of experience as a Data Engineer utilizing vector database, weaviate at Nykaa."
CAND_0046132,84,0.6592,"Experience (4.3yr) below 5yr minimum is a meaningful gap, however they show promise. Included based on 4.3 years of experience as a AI Research Engineer utilizing retrieval, information retrieval at Verloop.io."
CAND_0094916,85,0.6588,"Experience (3.7yr) below 5yr minimum is a meaningful gap, however they show promise. Included based on 3.7 years of experience as a Junior ML Engineer utilizing embeddings, vector database, rag at Observe.AI."
CAND_0081958,86,0.6548,"Significant limitation noted: limited coverage of embeddings, semantic search. Still considered due to 5.2 years as a Backend Engineer with baseline exposure to vector database, qdrant, elasticsearch."
CAND_0064904,87,0.6464,"Significant limitation noted: experience (4.9yr) below 5yr minimum. Still considered due to 4.9 years as a AI Engineer with baseline exposure to embeddings, vector database, weaviate."
CAND_0077285,88,0.6402,"Significant limitation noted: minor overall signal gaps compared to top decile. Still considered due to 5.5 years as a Recommendation Systems Engineer with baseline exposure to embeddings, vector database, pinecone."
CAND_0040099,89,0.6398,"Significant limitation noted: experience (3.9yr) below 5yr minimum. Still considered due to 3.9 years as a ML Engineer with baseline exposure to vector database, elasticsearch, nlp."
CAND_0090690,90,0.6393,"Significant limitation noted: experience (4.9yr) below 5yr minimum. Still considered due to 4.9 years as a Data Engineer with baseline exposure to vector database, pinecone, opensearch."
CAND_0032887,91,0.6376,"Significant limitation noted: limited coverage of embeddings, semantic search. Still considered due to 6.1 years as a ML Engineer with baseline exposure to vector database, qdrant, elasticsearch."
CAND_0031593,92,0.6347,"Significant limitation noted: 90-day notice period. Still considered due to 7.8 years as a Search Engineer with baseline exposure to embeddings, vector database, elasticsearch."
CAND_0000273,93,0.6319,"Significant limitation noted: limited coverage of embeddings, semantic search. Still considered due to 5.8 years as a ML Engineer with baseline exposure to vector database, qdrant, ranking."
CAND_0043228,94,0.6306,"Significant limitation noted: passive candidate status (not openly looking). Still considered due to 6.8 years as a Applied ML Engineer with baseline exposure to vector database, weaviate, opensearch."
CAND_0017960,95,0.6305,"Significant limitation noted: limited coverage of embeddings, semantic search. Still considered due to 7.7 years as a Recommendation Systems Engineer with baseline exposure to vector database, qdrant, retrieval."
CAND_0066999,96,0.6292,"Significant limitation noted: minor overall signal gaps compared to top decile. Still considered due to 5.9 years as a Recommendation Systems Engineer with baseline exposure to embeddings, vector database, pinecone."
CAND_0005632,97,0.6291,"Significant limitation noted: limited coverage of embeddings, semantic search. Still considered due to 5.6 years as a Backend Engineer with baseline exposure to vector database, pinecone, opensearch."
CAND_0070333,98,0.627,"Significant limitation noted: experience (4.7yr) below 5yr minimum. Still considered due to 4.7 years as a AI Research Engineer with baseline exposure to vector database, semantic search, weaviate."
CAND_0087228,99,0.6266,"Significant limitation noted: limited coverage of embeddings, semantic search. Still considered due to 6.5 years as a Software Engineer with baseline exposure to vector database, qdrant."
CAND_0087494,100,0.6259,"Significant limitation noted: experience (3.4yr) below 5yr minimum. Still considered due to 3.4 years as a ML Engineer with baseline exposure to vector database, milvus, nlp."
